Company,TypeName,Cpu,Ram,Weight,Price,Touchscreen,IPS,ppi,HDD,SSD,Gpu brand,OS
Lenovo,Notebook,Intel Core i7,8,2.32,47685.6,No,No,141.21199808219862,0,0,AMD,Windows
MSI,Gaming,Intel Core i7,8,2.4,65481.12,No,No,141.21199808219862,1000,128,Nvidia,Windows
Lenovo,2 in 1 Convertible,Intel Core i5,4,1.8,44382.7728,Yes,No,157.3505121487356,0,128,Intel,Windows
Asus,Ultrabook,Other Intel Processor,8,1.2,38841.12,No,Yes,165.6321180513006,0,512,Intel,Windows
Dell,Notebook,Intel Core i3,6,2.3,24455.52,No,No,100.45466986113651,1000,0,Intel,Windows
Acer,Notebook,Other Intel Processor,4,2.4,15397.92,No,No,100.45466986113651,500,0,Intel,Linux
Dell,Notebook,Other Intel Processor,2,2.2,20193.12,No,No,100.45466986113651,500,0,Intel,Windows
Lenovo,Notebook,Intel Core i7,8,2.6,47898.72,No,Yes,141.21199808219862,1000,0,Nvidia,Windows
HP,Notebook,AMD Processor,6,2.04,29303.4672,No,No,141.21199808219862,0,0,AMD,Windows
Dell,Notebook,Intel Core i7,8,2.3,42943.1472,No,No,100.45466986113651,1000,0,AMD,Linux
HP,Netbook,Other Intel Processor,2,1.17,11135.52,No,No,135.0942111925629,0,0,Intel,Windows
Asus,Notebook,Intel Core i7,4,2.2,38378.6496,No,No,100.45466986113651,500,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,Intel Core i7,4,1.8,33992.64,Yes,Yes,157.3505121487356,0,128,Intel,Windows
Lenovo,2 in 1 Convertible,Intel Core i7,16,1.3,79866.72,Yes,Yes,276.053530085501,0,512,Intel,Windows
Lenovo,Notebook,Other Intel Processor,2,1.5,12201.12,No,No,111.93520355955211,0,0,Intel,Windows
HP,Notebook,Intel Core i7,6,2.19,40705.92,No,No,100.45466986113651,1000,0,AMD,Windows
Asus,Notebook,Other Intel Processor,4,2.2,19660.32,No,No,100.45466986113651,500,0,Intel,Windows
Asus,Ultrabook,Other Intel Processor,8,1.2,38841.12,No,Yes,165.6321180513006,0,512,Intel,Windows
Dell,Notebook,Intel Core i3,6,2.3,24455.52,No,No,100.45466986113651,1000,0,Intel,Windows
Acer,Notebook,Other Intel Processor,4,2.4,15397.92,No,No,100.45466986113651,500,0,Intel,Linux
Dell,Notebook,Other Intel Processor,2,2.2,20193.12,No,No,100.45466986113651,500,0,Intel,Windows
Lenovo,Notebook,Intel Core i7,8,2.6,47898.72,No,Yes,141.21199808219862,1000,0,Nvidia,Windows
HP,Notebook,AMD Processor,6,2.04,29303.4672,No,No,141.21199808219862,0,0,AMD,Windows
Dell,Notebook,Intel Core i7,8,2.3,42943.1472,No,No,100.45466986113651,1000,0,AMD,Linux
HP,Netbook,Other Intel Processor,2,1.17,11135.52,No,No,135.0942111925629,0,0,Intel,Windows
Asus,Notebook,Intel Core i7,4,2.2,38378.6496,No,No,100.45466986113651,500,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,Intel Core i7,4,1.8,33992.64,Yes,Yes,157.3505121487356,0,128,Intel,Windows
Lenovo,2 in 1 Convertible,Intel Core i7,16,1.3,79866.72,Yes,Yes,276.053530085501,0,512,Intel,Windows
Lenovo,Notebook,Other Intel Processor,2,1.5,12201.12,No,No,111.93520355955211,0,0,Intel,Windows
HP,Notebook,Intel Core i7,6,2.19,40705.92,No,No,100.45466986113651,1000,0,AMD,Windows
Asus,Notebook,Other Intel Processor,4,2.2,19660.32,No,No,100.45466986113651,500,0,Intel,Windows
Asus,Ultrabook,Other Intel Processor,8,1.2,38841.12,No,Yes,165.6321180513006,0,512,Intel,Windows
Dell,Notebook,Intel Core i3,6,2.3,24455.52,No,No,100.45466986113651,1000,0,Intel,Windows
Acer,Notebook,Other Intel Processor,4,2.4,15397.92,No,No,100.45466986113651,500,0,Intel,Linux
Dell,Notebook,Other Intel Processor,2,2.2,20193.12,No,No,100.45466986113651,500,0,Intel,Windows
Lenovo,Notebook,Intel Core i7,8,2.6,47898.72,No,Yes,141.21199808219862,1000,0,Nvidia,Windows
HP,Notebook,AMD Processor,6,2.04,29303.4672,No,No,141.21199808219862,0,0,AMD,Windows
Dell,Notebook,Intel Core i7,8,2.3,42943.1472,No,No,100.45466986113651,1000,0,AMD,Linux
HP,Netbook,Other Intel Processor,2,1.17,11135.52,No,No,135.0942111925629,0,0,Intel,Windows
Asus,Notebook,Intel Core i7,4,2.2,38378.6496,No,No,100.45466986113651,500,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,Intel Core i7,4,1.8,33992.64,Yes,Yes,157.3505121487356,0,128,Intel,Windows
Lenovo,2 in 1 Convertible,Intel Core i7,16,1.3,79866.72,Yes,Yes,276.053530085501,0,512,Intel,Windows
Lenovo,Notebook,Other Intel Processor,2,1.5,12201.12,No,No,111.93520355955211,0,0,Intel,Windows
HP,Notebook,Intel Core i7,6,2.19,40705.92,No,No,100.45466986113651,1000,0,AMD,Windows
Asus,Notebook,Other Intel Processor,4,2.2,19660.32,No,No,100.45466986113651,500,0,Intel,Windows
